Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price_2018_01,Price_2018_02,Price_2018_03,Price_2018_04,Price_2018_05,Price_2018_06,Price_2018_07,Price_2018_08,Price_2018_09,Price_2018_10,Price_2018_11,Price_2018_12,Price_2019_01,Price_2019_02,Price_2019_03,Price_2019_04,Price_2019_05,Price_2019_06,Price_2019_07,Price_2019_08,Price_2019_09,Price_2019_10,Price_2019_11,Price_2019_12,Price_2020_01,Price_2020_02,Price_2020_03,Price_2020_04,Price_2020_05,Price_2020_06,Price_2020_07,Price_2020_08,Price_2020_09,Price_2020_10,Price_2020_11,Price_2020_12,Price_2021_01,Price_2021_02,Price_2021_03,Price_2021_04,Price_2021_05,Price_2021_06,Price_2021_07,Price_2021_08,Price_2021_09,Price_2021_10,Price_2021_11,Price_2021_12,Price_2022_01,Price_2022_02,Price_2022_03,Price_2022_04,Price_2022_05,Price_2022_06,Price_2022_07,Price_2022_08,Price_2022_09,Price_2022_10,Price_2022_11,Price_2022_12,Price_2023_01,Price_2023_02,Price_2023_03,Price_2023_04,Price_2023_05,Price_2023_06,Price_2023_07,Price_2023_08,Price_2023_09,Price_2023_10,Price_2023_11,Price_2023_12,Price_2024_01,Price_2024_02,Price_2024_03,Price_2024_04,Price_2024_05,Price_2024_06,Price_2024_07,Price_2024_08,Price_2024_09,Price_2024_10,Price_2024_11,Price_2024_12,Price_2025_01,Price_2025_02,Price_2025_03,Price_2025_04,Price_2025_05,Price_2025_06,Price_2025_07,Price_2025_08,Price_2025_09,Price_2025_10,Price_2025_11,Price_2025_12,Price_2026_01,Price_2026_02,Price_Current_2026_2_18
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$6.06,Black,4.5,22,$136.59,$137.40,$138.21,$139.02,$139.83,$140.64,$141.44,$142.25,$143.06,$143.87,$144.68,$145.48,$121.24,$116.39,$111.54,$106.69,$101.84,$96.99,$92.14,$87.29,$82.44,$77.59,$72.74,$67.89,$59.00,$59.81,$60.62,$61.43,$62.24,$63.04,$63.85,$64.66,$65.47,$66.28,$67.08,$67.89,$69.51,$71.13,$72.74,$74.36,$75.98,$77.59,$79.21,$80.82,$82.44,$84.06,$85.67,$87.29,$84.87,$82.44,$80.02,$77.59,$75.17,$72.74,$70.32,$67.89,$65.47,$63.04,$60.62,$58.19,$56.58,$54.96,$53.34,$51.73,$50.11,$48.49,$46.88,$45.26,$43.65,$42.03,$40.41,$38.80,$39.60,$40.41,$41.22,$42.03,$42.84,$43.65,$44.45,$45.26,$46.07,$46.88,$47.69,$48.49,$50.11,$51.73,$53.34,$54.96,$56.58,$82.44,$84.87,$87.29,$89.72,$40.74,$65.95,$96.99,$141.61,$155.18,$144.99
Crucial CT2K8G48C40U5 16 GB,DDR5-4800,2 x 8GB,16.667 ns,40,$26.51,Black,4.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,060.47","$1,060.47","$1,025.13",$989.78,$954.43,$919.08,$883.73,$848.38,$813.03,$777.68,$742.33,$706.98,$671.63,$636.28,$611.54,$586.80,$562.05,$537.31,$512.56,$487.82,$463.07,$438.33,$413.59,$388.84,$364.10,$339.35,$328.75,$318.14,$307.54,$296.93,$286.33,$275.72,$265.12,$254.51,$243.91,$233.30,$222.70,$212.09,$219.16,$226.23,$233.30,$240.37,$247.44,$360.56,$371.17,$381.77,$392.38,$178.16,$288.45,$424.19,$538.72,$504.79,$504.79
Kingston FURY Beast 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$9.62,Black,4.5,22,$216.87,$218.15,$219.44,$220.72,$222.00,$223.29,$224.57,$225.85,$227.14,$228.42,$229.70,$230.99,$192.49,$184.79,$177.09,$169.39,$161.69,$153.99,$146.29,$138.59,$130.89,$123.19,$115.49,$107.79,$93.68,$94.96,$96.24,$97.53,$98.81,$100.09,$101.38,$102.66,$103.94,$105.23,$106.51,$107.79,$110.36,$112.93,$115.49,$118.06,$120.63,$123.19,$125.76,$128.32,$130.89,$133.46,$136.02,$138.59,$134.74,$130.89,$127.04,$123.19,$119.34,$115.49,$111.64,$107.79,$103.94,$100.09,$96.24,$92.39,$89.83,$87.26,$84.69,$82.13,$79.56,$77.00,$74.43,$71.86,$69.30,$66.73,$64.16,$61.60,$62.88,$64.16,$65.45,$66.73,$68.01,$69.30,$70.58,$71.86,$73.15,$74.43,$75.71,$77.00,$79.56,$82.13,$84.69,$87.26,$89.83,$130.89,$134.74,$138.59,$142.44,$64.68,$104.71,$153.99,$224.83,$246.38,$223.29
Crucial CT16G48C40U5 16 GB,DDR5-4800,1 x 16GB,16.667 ns,40,$8.62,Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$344.98,$344.98,$333.48,$321.98,$310.48,$298.98,$287.48,$275.98,$264.48,$252.98,$241.48,$229.98,$218.48,$206.99,$198.94,$190.89,$182.84,$174.79,$166.74,$158.69,$150.64,$142.59,$134.54,$126.49,$118.44,$110.39,$106.94,$103.49,$100.04,$96.59,$93.14,$89.69,$86.24,$82.79,$79.34,$75.89,$72.44,$69.00,$71.29,$73.59,$75.89,$78.19,$80.49,$117.29,$120.74,$124.19,$127.64,$57.96,$93.83,$137.99,$175.25,$164.21,$164.21
Crucial Pro 64 GB,DDR5-6000,2 x 32GB,13.333 ns,40,$8.33,Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,332.47","$1,332.47","$1,288.06","$1,243.64","$1,199.23","$1,154.81","$1,110.40","$1,065.98","$1,021.56",$977.15,$932.73,$888.32,$843.90,$799.49,$768.39,$737.30,$706.21,$675.12,$644.03,$612.94,$581.85,$550.76,$519.67,$488.57,$457.48,$426.39,$413.07,$399.74,$386.42,$373.09,$359.77,$346.44,$333.12,$319.79,$306.47,$293.14,$279.82,$266.50,$275.38,$284.26,$293.14,$302.03,$310.91,$453.04,$466.37,$479.69,$493.02,$223.86,$362.43,$532.99,$676.90,$634.26,$634.26
Corsair Vengeance LPX 16 GB,DDR4-2400,2 x 8GB,13.333 ns,16,$6.06,Black / Yellow,4.5,73,$136.59,$137.40,$138.21,$139.02,$139.83,$140.64,$141.44,$142.25,$143.06,$143.87,$144.68,$145.48,$121.24,$116.39,$111.54,$106.69,$101.84,$96.99,$92.14,$87.29,$82.44,$77.59,$72.74,$67.89,$59.00,$59.81,$60.62,$61.43,$62.24,$63.04,$63.85,$64.66,$65.47,$66.28,$67.08,$67.89,$69.51,$71.13,$72.74,$74.36,$75.98,$77.59,$79.21,$80.82,$82.44,$84.06,$85.67,$87.29,$84.87,$82.44,$80.02,$77.59,$75.17,$72.74,$70.32,$67.89,$65.47,$63.04,$60.62,$58.19,$56.58,$54.96,$53.34,$51.73,$50.11,$48.49,$46.88,$45.26,$43.65,$42.03,$40.41,$38.80,$39.60,$40.41,$41.22,$42.03,$42.84,$43.65,$44.45,$45.26,$46.07,$46.88,$47.69,$48.49,$50.11,$51.73,$53.34,$54.96,$56.58,$82.44,$84.87,$87.29,$89.72,$40.74,$65.95,$96.99,$141.61,$155.18,$144.99
Corsair Vengeance RGB 16 GB,DDR5-5200,2 x 8GB,15.385 ns,40,$13.69,Black / Gray,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$547.48,$547.48,$529.23,$510.98,$492.73,$474.48,$456.23,$437.98,$419.73,$401.48,$383.23,$364.98,$346.73,$328.49,$315.71,$302.94,$290.16,$277.39,$264.61,$251.84,$239.06,$226.29,$213.52,$200.74,$187.97,$175.19,$169.72,$164.24,$158.77,$153.29,$147.82,$142.34,$136.87,$131.39,$125.92,$120.44,$114.97,$109.50,$113.14,$116.79,$120.44,$124.09,$127.74,$186.14,$191.62,$197.09,$202.57,$91.98,$148.91,$218.99,$278.12,$260.60,$260.60
Corsair Vengeance 64 GB,DDR5-5200,2 x 32GB,15.385 ns,40,$11.64,Black,4.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,862.47","$1,862.47","$1,800.39","$1,738.31","$1,676.23","$1,614.14","$1,552.06","$1,489.98","$1,427.90","$1,365.82","$1,303.73","$1,241.65","$1,179.57","$1,117.49","$1,074.03","$1,030.57",$987.11,$943.65,$900.20,$856.74,$813.28,$769.82,$726.37,$682.91,$639.45,$595.99,$577.37,$558.74,$540.12,$521.49,$502.87,$484.24,$465.62,$446.99,$428.37,$409.74,$391.12,$372.50,$384.91,$397.33,$409.74,$422.16,$434.58,$633.24,$651.87,$670.49,$689.12,$312.90,$506.59,$744.99,$946.14,$886.54,$886.54
Crucial CT16G56C46U5 16 GB,DDR5-5600,1 x 16GB,16.429 ns,46,$9.06,Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$362.48,$362.48,$350.39,$338.31,$326.23,$314.14,$302.06,$289.98,$277.90,$265.82,$253.73,$241.65,$229.57,$217.49,$209.03,$200.57,$192.11,$183.65,$175.20,$166.74,$158.28,$149.82,$141.37,$132.91,$124.45,$115.99,$112.37,$108.74,$105.12,$101.49,$97.87,$94.24,$90.62,$86.99,$83.37,$79.74,$76.12,$72.50,$74.91,$77.33,$79.74,$82.16,$84.58,$123.24,$126.87,$130.49,$134.12,$60.90,$98.59,$144.99,$184.14,$172.54,$172.54
G.Skill Flare X5 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$13.75,Black,4.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,199.97","$2,199.97","$2,126.64","$2,053.31","$1,979.98","$1,906.64","$1,833.31","$1,759.98","$1,686.65","$1,613.32","$1,539.98","$1,466.65","$1,393.32","$1,319.99","$1,268.65","$1,217.32","$1,165.99","$1,114.65","$1,063.32","$1,011.99",$960.66,$909.32,$857.99,$806.66,$755.32,$703.99,$681.99,$659.99,$637.99,$615.99,$593.99,$571.99,$549.99,$527.99,$505.99,$483.99,$461.99,$440.00,$454.66,$469.33,$483.99,$498.66,$513.33,$747.99,$769.99,$791.99,$813.99,$369.60,$598.39,$879.99,"$1,117.59","$1,047.19","$1,047.19"
G.Skill Ripjaws V 16 GB,DDR4-3600,2 x 8GB,8.889 ns,16,$8.12,Black,4.5,200,$183.07,$184.15,$185.24,$186.32,$187.40,$188.49,$189.57,$190.65,$191.74,$192.82,$193.90,$194.99,$162.49,$155.99,$149.49,$142.99,$136.49,$129.99,$123.49,$116.99,$110.49,$103.99,$97.49,$90.99,$79.08,$80.16,$81.24,$82.33,$83.41,$84.49,$85.58,$86.66,$87.74,$88.83,$89.91,$90.99,$93.16,$95.33,$97.49,$99.66,$101.83,$103.99,$106.16,$108.33,$110.49,$112.66,$114.82,$116.99,$113.74,$110.49,$107.24,$103.99,$100.74,$97.49,$94.24,$90.99,$87.74,$84.49,$81.24,$77.99,$75.83,$73.66,$71.49,$69.33,$67.16,$65.00,$62.83,$60.66,$58.50,$56.33,$54.16,$52.00,$53.08,$54.16,$55.25,$56.33,$57.41,$58.50,$59.58,$60.66,$61.75,$62.83,$63.91,$65.00,$67.16,$69.33,$71.49,$73.66,$75.83,$110.49,$113.74,$116.99,$120.24,$54.60,$88.39,$129.99,$189.79,$207.98,$129.99
Corsair Vengeance RGB Pro 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$5.91,Black,4.5,43,$266.16,$267.74,$269.31,$270.89,$272.46,$274.04,$275.61,$277.19,$278.76,$280.34,$281.91,$283.49,$236.24,$226.79,$217.34,$207.89,$198.44,$188.99,$179.54,$170.09,$160.64,$151.19,$141.74,$132.29,$114.97,$116.54,$118.12,$119.69,$121.27,$122.84,$124.42,$125.99,$127.57,$129.14,$130.72,$132.29,$135.44,$138.59,$141.74,$144.89,$148.04,$151.19,$154.34,$157.49,$160.64,$163.79,$166.94,$170.09,$165.37,$160.64,$155.92,$151.19,$146.47,$141.74,$137.02,$132.29,$127.57,$122.84,$118.12,$113.39,$110.24,$107.09,$103.94,$100.79,$97.64,$94.50,$91.35,$88.20,$85.05,$81.90,$78.75,$75.60,$77.17,$78.75,$80.32,$81.90,$83.47,$85.05,$86.62,$88.20,$89.77,$91.35,$92.92,$94.50,$97.64,$100.79,$103.94,$107.09,$110.24,$160.64,$165.37,$170.09,$174.82,$79.38,$128.51,$188.99,$275.93,$302.38,$274.04
G.Skill Trident Z5 Royal Neo RGB 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,$16.88,Silver,4.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,349.97","$1,349.97","$1,304.98","$1,259.98","$1,214.98","$1,169.98","$1,124.98","$1,079.98","$1,034.98",$989.98,$944.98,$899.98,$854.98,$809.99,$778.49,$746.99,$715.49,$683.99,$652.49,$620.99,$589.49,$557.99,$526.49,$494.99,$463.49,$431.99,$418.49,$404.99,$391.49,$377.99,$364.49,$350.99,$337.49,$323.99,$310.49,$296.99,$283.49,$270.00,$278.99,$287.99,$296.99,$305.99,$314.99,$458.99,$472.49,$485.99,$499.49,$226.80,$367.19,$539.99,$685.79,$642.59,$642.59
Crucial Pro Overclocking 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$10.06,Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$804.98,$804.98,$778.14,$751.31,$724.48,$697.64,$670.81,$643.98,$617.15,$590.32,$563.48,$536.65,$509.82,$482.99,$464.20,$445.42,$426.64,$407.85,$389.07,$370.29,$351.51,$332.72,$313.94,$295.16,$276.37,$257.59,$249.54,$241.49,$233.44,$225.39,$217.34,$209.29,$201.24,$193.19,$185.14,$177.09,$169.04,$161.00,$166.36,$171.73,$177.09,$182.46,$187.83,$273.69,$281.74,$289.79,$297.84,$135.24,$218.95,$321.99,$408.93,$383.17,$325.99
G.Skill Trident Z RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$7.81,Black,4.5,31,$352.07,$354.15,$356.24,$358.32,$360.40,$362.49,$364.57,$366.65,$368.74,$370.82,$372.90,$374.99,$312.49,$299.99,$287.49,$274.99,$262.49,$249.99,$237.49,$224.99,$212.49,$199.99,$187.49,$174.99,$152.08,$154.16,$156.24,$158.33,$160.41,$162.49,$164.58,$166.66,$168.74,$170.83,$172.91,$174.99,$179.16,$183.33,$187.49,$191.66,$195.83,$199.99,$204.16,$208.32,$212.49,$216.66,$220.82,$224.99,$218.74,$212.49,$206.24,$199.99,$193.74,$187.49,$181.24,$174.99,$168.74,$162.49,$156.24,$149.99,$145.83,$141.66,$137.49,$133.33,$129.16,$125.00,$120.83,$116.66,$112.50,$108.33,$104.16,$100.00,$102.08,$104.16,$106.25,$108.33,$110.41,$112.50,$114.58,$116.66,$118.75,$120.83,$122.91,$125.00,$129.16,$133.33,$137.49,$141.66,$145.83,$212.49,$218.74,$224.99,$231.24,$105.00,$169.99,$249.99,$364.99,$399.98,$362.49
Silicon Power Value Gaming 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$12.34,Black,4.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$986.98,$986.98,$954.08,$921.18,$888.28,$855.38,$822.48,$789.58,$756.68,$723.78,$690.88,$657.98,$625.08,$592.19,$569.16,$546.13,$523.10,$500.07,$477.04,$454.01,$430.98,$407.95,$384.92,$361.89,$338.86,$315.83,$305.96,$296.09,$286.22,$276.35,$266.48,$256.61,$246.74,$236.87,$227.00,$217.13,$207.26,$197.40,$203.97,$210.55,$217.13,$223.71,$230.29,$335.57,$345.44,$355.31,$365.18,$165.81,$268.46,$394.79,$501.38,$469.80,$469.80
TEAMGROUP T-Force Delta RGB 16 GB,DDR5-6000,2 x 8GB,12.667 ns,38,$13.75,Black,5.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$549.98,$549.98,$531.64,$513.31,$494.98,$476.64,$458.31,$439.98,$421.65,$403.32,$384.98,$366.65,$348.32,$329.99,$317.15,$304.32,$291.49,$278.65,$265.82,$252.99,$240.16,$227.32,$214.49,$201.66,$188.82,$175.99,$170.49,$164.99,$159.49,$153.99,$148.49,$142.99,$137.49,$131.99,$126.49,$120.99,$115.49,$110.00,$113.66,$117.33,$120.99,$124.66,$128.33,$186.99,$192.49,$197.99,$203.49,$92.40,$149.59,$219.99,$279.39,$261.79,$261.79
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$13.81,Gray,4.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,104.97","$1,104.97","$1,068.14","$1,031.31",$994.48,$957.64,$920.81,$883.98,$847.15,$810.32,$773.48,$736.65,$699.82,$662.99,$637.20,$611.42,$585.64,$559.85,$534.07,$508.29,$482.51,$456.72,$430.94,$405.16,$379.37,$353.59,$342.54,$331.49,$320.44,$309.39,$298.34,$287.29,$276.24,$265.19,$254.14,$243.09,$232.04,$221.00,$228.36,$235.73,$243.09,$250.46,$257.83,$375.69,$386.74,$397.79,$408.84,$185.64,$300.55,$441.99,$561.33,$525.97,$439.99
Kingston FURY Beast 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,$19.93,Black,4.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,594.60","$1,594.60","$1,541.45","$1,488.29","$1,435.14","$1,381.99","$1,328.83","$1,275.68","$1,222.53","$1,169.37","$1,116.22","$1,063.07","$1,009.91",$956.76,$919.55,$882.35,$845.14,$807.93,$770.72,$733.52,$696.31,$659.10,$621.89,$584.69,$547.48,$510.27,$494.33,$478.38,$462.43,$446.49,$430.54,$414.60,$398.65,$382.70,$366.76,$350.81,$334.87,$318.92,$329.55,$340.18,$350.81,$361.44,$372.07,$542.16,$558.11,$574.06,$590.00,$267.89,$433.73,$637.84,$810.06,$759.03,$759.03
Kingston FURY Beast 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$18.34,Black,4.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,934.78","$2,934.78","$2,836.95","$2,739.12","$2,641.30","$2,543.47","$2,445.65","$2,347.82","$2,249.99","$2,152.17","$2,054.34","$1,956.52","$1,858.69","$1,760.87","$1,692.39","$1,623.91","$1,555.43","$1,486.95","$1,418.47","$1,350.00","$1,281.52","$1,213.04","$1,144.56","$1,076.08","$1,007.61",$939.13,$909.78,$880.43,$851.08,$821.74,$792.39,$763.04,$733.69,$704.35,$675.00,$645.65,$616.30,$586.96,$606.52,$626.09,$645.65,$665.22,$684.78,$997.82,"$1,027.17","$1,056.52","$1,085.87",$493.04,$798.26,"$1,173.91","$1,490.87","$1,396.95","$1,396.95"
Crucial CT2K16G56C46U5 32 GB,DDR5-5600,2 x 16GB,16.429 ns,46,$12.50,Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$999.98,$999.98,$966.64,$933.31,$899.98,$866.64,$833.31,$799.98,$766.65,$733.32,$699.98,$666.65,$633.32,$599.99,$576.65,$553.32,$529.99,$506.65,$483.32,$459.99,$436.66,$413.32,$389.99,$366.66,$343.32,$319.99,$309.99,$299.99,$289.99,$279.99,$269.99,$259.99,$249.99,$239.99,$229.99,$219.99,$209.99,$200.00,$206.66,$213.33,$219.99,$226.66,$233.33,$339.99,$349.99,$359.99,$369.99,$168.00,$271.99,$399.99,$507.99,$475.99,$475.99
Kingston FURY Beast 8 GB,DDR4-3200,1 x 8GB,10 ns,16,$9.00,Black,0.0,0,$101.40,$102.00,$102.60,$103.20,$103.80,$104.40,$105.00,$105.60,$106.20,$106.80,$107.40,$108.00,$90.00,$86.40,$82.80,$79.20,$75.60,$72.00,$68.40,$64.80,$61.20,$57.60,$54.00,$50.40,$43.80,$44.40,$45.00,$45.60,$46.20,$46.80,$47.40,$48.00,$48.60,$49.20,$49.80,$50.40,$51.60,$52.80,$54.00,$55.20,$56.40,$57.60,$58.80,$60.00,$61.20,$62.40,$63.60,$64.80,$63.00,$61.20,$59.40,$57.60,$55.80,$54.00,$52.20,$50.40,$48.60,$46.80,$45.00,$43.20,$42.00,$40.80,$39.60,$38.40,$37.20,$36.00,$34.80,$33.60,$32.40,$31.20,$30.00,$28.80,$29.40,$30.00,$30.60,$31.20,$31.80,$32.40,$33.00,$33.60,$34.20,$34.80,$35.40,$36.00,$37.20,$38.40,$39.60,$40.80,$42.00,$61.20,$63.00,$64.80,$66.60,$30.24,$48.96,$72.00,$105.12,$115.20,$104.40
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$10.81,Black,4.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$864.98,$864.98,$836.14,$807.31,$778.48,$749.64,$720.81,$691.98,$663.15,$634.32,$605.48,$576.65,$547.82,$518.99,$498.80,$478.62,$458.44,$438.25,$418.07,$397.89,$377.71,$357.52,$337.34,$317.16,$296.97,$276.79,$268.14,$259.49,$250.84,$242.19,$233.54,$224.89,$216.24,$207.59,$198.94,$190.29,$181.64,$173.00,$178.76,$184.53,$190.29,$196.06,$201.83,$294.09,$302.74,$311.39,$320.04,$145.32,$235.27,$345.99,$439.41,$411.73,$411.73
Corsair Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,10.667 ns,16,$6.06,Black,4.5,24,$136.59,$137.40,$138.21,$139.02,$139.83,$140.64,$141.44,$142.25,$143.06,$143.87,$144.68,$145.48,$121.24,$116.39,$111.54,$106.69,$101.84,$96.99,$92.14,$87.29,$82.44,$77.59,$72.74,$67.89,$59.00,$59.81,$60.62,$61.43,$62.24,$63.04,$63.85,$64.66,$65.47,$66.28,$67.08,$67.89,$69.51,$71.13,$72.74,$74.36,$75.98,$77.59,$79.21,$80.82,$82.44,$84.06,$85.67,$87.29,$84.87,$82.44,$80.02,$77.59,$75.17,$72.74,$70.32,$67.89,$65.47,$63.04,$60.62,$58.19,$56.58,$54.96,$53.34,$51.73,$50.11,$48.49,$46.88,$45.26,$43.65,$42.03,$40.41,$38.80,$39.60,$40.41,$41.22,$42.03,$42.84,$43.65,$44.45,$45.26,$46.07,$46.88,$47.69,$48.49,$50.11,$51.73,$53.34,$54.96,$56.58,$82.44,$84.87,$87.29,$89.72,$40.74,$65.95,$96.99,$141.61,$155.18,$144.99
Klevv FIT V 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,$11.25,White,5.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$899.98,$899.98,$869.98,$839.98,$809.98,$779.98,$749.98,$719.98,$689.98,$659.98,$629.98,$599.98,$569.98,$539.99,$518.99,$497.99,$476.99,$455.99,$434.99,$413.99,$392.99,$371.99,$350.99,$329.99,$308.99,$287.99,$278.99,$269.99,$260.99,$251.99,$242.99,$233.99,$224.99,$215.99,$206.99,$197.99,$188.99,$180.00,$185.99,$191.99,$197.99,$203.99,$209.99,$305.99,$314.99,$323.99,$332.99,$151.20,$244.79,$359.99,$457.19,$428.39,$428.39
Corsair Vengeance RGB 192 GB,DDR5-5200,4 x 48GB,14.615 ns,38,$11.59,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,562.47","$5,562.47","$5,377.06","$5,191.64","$5,006.23","$4,820.81","$4,635.40","$4,449.98","$4,264.56","$4,079.15","$3,893.73","$3,708.32","$3,522.90","$3,337.48","$3,207.69","$3,077.90","$2,948.11","$2,818.32","$2,688.53","$2,558.74","$2,428.95","$2,299.16","$2,169.37","$2,039.57","$1,909.78","$1,779.99","$1,724.37","$1,668.74","$1,613.12","$1,557.49","$1,501.87","$1,446.24","$1,390.62","$1,334.99","$1,279.37","$1,223.74","$1,168.12","$1,112.49","$1,149.58","$1,186.66","$1,223.74","$1,260.83","$1,297.91","$1,891.24","$1,946.87","$2,002.49","$2,058.12",$934.50,"$1,512.99","$2,224.99","$2,825.74","$2,647.74","$2,647.74"
Corsair Vengeance 128 GB,DDR5-6400,2 x 64GB,13.125 ns,42,$11.59,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,709.97","$3,709.97","$3,586.31","$3,462.64","$3,338.98","$3,215.31","$3,091.65","$2,967.98","$2,844.31","$2,720.65","$2,596.98","$2,473.32","$2,349.65","$2,225.99","$2,139.42","$2,052.85","$1,966.29","$1,879.72","$1,793.15","$1,706.59","$1,620.02","$1,533.46","$1,446.89","$1,360.32","$1,273.76","$1,187.19","$1,150.09","$1,112.99","$1,075.89","$1,038.79","$1,001.69",$964.59,$927.49,$890.39,$853.29,$816.19,$779.09,$742.00,$766.73,$791.46,$816.19,$840.93,$865.66,"$1,261.39","$1,298.49","$1,335.59","$1,372.69",$623.28,"$1,009.11","$1,483.99","$1,884.67","$1,765.95","$1,765.95"
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$13.81,White,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,104.97","$1,104.97","$1,068.14","$1,031.31",$994.48,$957.64,$920.81,$883.98,$847.15,$810.32,$773.48,$736.65,$699.82,$662.99,$637.20,$611.42,$585.64,$559.85,$534.07,$508.29,$482.51,$456.72,$430.94,$405.16,$379.37,$353.59,$342.54,$331.49,$320.44,$309.39,$298.34,$287.29,$276.24,$265.19,$254.14,$243.09,$232.04,$221.00,$228.36,$235.73,$243.09,$250.46,$257.83,$375.69,$386.74,$397.79,$408.84,$185.64,$300.55,$441.99,$561.33,$525.97,$439.99
Patriot Viper Venom 16 GB,DDR5-6000,1 x 16GB,10 ns,30,$10.94,Black / White,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$437.48,$437.48,$422.89,$408.31,$393.73,$379.14,$364.56,$349.98,$335.40,$320.82,$306.23,$291.65,$277.07,$262.49,$252.28,$242.07,$231.86,$221.65,$211.45,$201.24,$191.03,$180.82,$170.62,$160.41,$150.20,$139.99,$135.62,$131.24,$126.87,$122.49,$118.12,$113.74,$109.37,$104.99,$100.62,$96.24,$91.87,$87.50,$90.41,$93.33,$96.24,$99.16,$102.08,$148.74,$153.12,$157.49,$161.87,$73.50,$118.99,$174.99,$222.24,$208.24,$208.24
Corsair Vengeance LPX 32 GB,DDR4-3000,2 x 16GB,10.667 ns,16,$5.47,Black,4.5,7,$246.44,$247.90,$249.36,$250.82,$252.28,$253.74,$255.19,$256.65,$258.11,$259.57,$261.03,$262.49,$218.74,$209.99,$201.24,$192.49,$183.74,$174.99,$166.24,$157.49,$148.74,$139.99,$131.24,$122.49,$106.45,$107.91,$109.37,$110.83,$112.29,$113.74,$115.20,$116.66,$118.12,$119.58,$121.03,$122.49,$125.41,$128.33,$131.24,$134.16,$137.08,$139.99,$142.91,$145.82,$148.74,$151.66,$154.57,$157.49,$153.12,$148.74,$144.37,$139.99,$135.62,$131.24,$126.87,$122.49,$118.12,$113.74,$109.37,$104.99,$102.08,$99.16,$96.24,$93.33,$90.41,$87.50,$84.58,$81.66,$78.75,$75.83,$72.91,$70.00,$71.45,$72.91,$74.37,$75.83,$77.29,$78.75,$80.20,$81.66,$83.12,$84.58,$86.04,$87.50,$90.41,$93.33,$96.24,$99.16,$102.08,$148.74,$153.12,$157.49,$161.87,$73.50,$118.99,$174.99,$255.49,$279.98,$269.00
